TicketId,Description
1527,Failed due to duplicates. On re-run completed successfully
1528,the job completed on time.
1529,The job abended as the source file is not received. The batch was cancelled for the day.
1530,The batch completed successfully on re-run
1531,JOb got failed due to connectivity issue. Then job was re-started and completed successfully.
1532,Job got failed due to tdata connectivity issue. Then job was re-started and completed.
1533,Job got failed due to file unavailability. Then issue has been fixed and job has been re-executed and completed
1534,The job failed in update status query.We have manually changed the status and the job completed successfully.
1535,Batch Issues. Jobs were re-run successfully.
1536,on rerun the job completed successfully.
1537,The job abended due to login timeout issue. The issue was fixed and the job was reexecuted and completed successfully.
1538,Job has been re-run successfully.
1539,Job got failed due to connectivity issue. Then job has been re-executed and completed successfully.
1540,Job got failed due to login time out. Then job was re-started.
1541,The job abended due to the duplicate/NULL/Invalid data format issues. The issue is fixed and the job was restarted and completed successfully
1542,The job abended due to Database Login Time out issue as there was load in the TD box. We have reexecuted the job after the load was reduced and the job got completed successfully. 
1543,deleted the duplicates.completed on re-run
1544,Source file not available.
1545,Job got failed due to process state failure. Then issue was fixed and job was re-started once the issue fixed.
1546,The job has been completed successfully on re-run.
1547,JOb got failed due to duplicate issue. Then issue was fixed and job was re-started.
1548,"There was an issue with TD upgrade, fix was later provided by DBA after which jobs are rerun  and completed successfully"
1549,Unique constraint violated. Job completed after removing the duplicates.
1550,Job got failed due to dauplicate issue. Then issue was fixed and job was re-started.
1551,Source file not available.
1552,Completed on re-run
1553,On rerun the job executed successfully.
1554,dead lock. re-run was successful
1555,"There was an issue with TD upgrade, fix was later provided by DBA after which jobs are rerun  and completed successfully"
1556,The job failed due to file unavailability.This has been resolved after file recieved and re-execution.
1557,On re-running the job was successful
1558,JOb got failed due to data issue. Then issue was fixed and job was re-started.
1559,Self-lock occured. Job completed by runningthe query manually.
1560,completed on re-run
1561,Job got failed due to tdata connectivity issue. Then issue has been fixed and job was re-started.
1562,The job got abended with PIPE ERROR due to database connection Time out. The job was restarted and completed successfully.
1563,rerun was successful
1564,the job failed due to row count mismatch between source file and the ODS table. We have requested the source team to place the source files again. The job completed after placing the source file in the source path.
1565,Source file issue. Job completed after receiving the file.
1566,Job got failed due to connectivity issue. Then job was re-started and completed succcessfully.
1567,Job got falied due to data issue. Then issue was fixed and  job was completed on successful re-run
1568,Job Abended due to Data Issues (i.e. Duplicates/NULL Values/Invalid Data Format). The issue was fixed and the job was restarted and completed successfully.
1569,Job Abended due to Data Issues (i.e. Duplicates/NULL Values/Invalid Data Format). The issue was fixed and the job was restarted and completed successfully.
1570,Job completed on re-run.
1571,Dependent schedule was over-running and hence deadline has breached.
1572,brj issue. Job re-run once brj is up and completed successfully.
1573,Source file issue.
1574,Source file not available. Job re-run once the file is avaialble.
1575,rerun was successful after data fix
1576,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
1577,Batch Issues. Jobs were re-run successfully.
1578,No source file.
1579,The job abended with PIPE error due to login timeout issue. THe issue was fixed and the job was restarted and completed successfully.
1580,"wnash access issue , on rerun the job completed successfully."
1581,"wnash access issue , on rerun the job completed successfully."
1582,JOb got failed due to connecitvity issue theen job was re-started and completed
1583,Job got failed due to tdata outage. Then job was re-started once the outage has been compelted.
1584,Job got failed due to count mismatch. Then issue has been fixed and job has been re started
1585,The job completed on rerun
1586,Job got failed due to file unavailability. 
1587,Source file not available. Job re-run once the file is available.
1588,The job failed as the script contains unwanted stats definition. We are closing this incident as the main steps are completed.
1589,"stats issue , ignored the step the job completed successfully."
1590,Completed on re-run.
1591,JOb got failed due to connectivity issue. Then job was re-started and completed successfully.
1592,"
The job failed due to log in time out error.We have re-executed the job and completed successfully."
1593,JOb got failed due to data issue. Then issue was fixed and job was re-started.
1594,"The job abended as the stream instance was active. The stream was closed manually and the job was confirmed as success.
"
1595,The job ran successfully on re-run.
1596,Failed due to named pipe error. On re-run after releasing lock completed successfully.
1597,Failed due to lock issue and job got success on Re-run.
1598,"brj was down, hence jobs failed. Jobs were re-run successfully."
1599,Job got failed due to source unavailability. Then Job was cancelled for the day.
1600,TODS Issue
1601,Job completed on re-run.
1602,"Batch entry was not there , updated the entry to R status f, the job completed successfully."
1603,JOb got failed due to duplicate issue. Then issue was fixed and job was re-started.
1604,JOb got failed due to tdata Outage. Then JOb was re started once the outage was over.
1605,"
The job failed due to log in time out error.We have re-executed the job and completed successfully."
1606,Source file issue. Job completed after receiving the file.
1607,On re-run job completed successfully.
1608,JOb got failed due to connectivity issue. Then issue was fixed and job was re-started.
1609,"time out issue , on rerun the job completed successfully"
1610,The job failed due to log in time out error.We have re-executed the job and completed successfully.
1611,"Source file unavailability , job completed successfully after receiving the updated file."
1612,The job failed due to log in time out error which has bee re-executed and completed successfully
1613,Job got failed due to tdata outage. Then job was re-started once the outage has been compelted.
1614,JOb got failed due to file unavailability. Then issue was fixed and job was restarted.
1615,The job has been completed successfully on rerun
1616,On reun the job executed successfully
1617,self lock. Script executed.
1618,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
1619,Job got failed due to process state failure. Then issue was fixed and job was re-started.
1620,schedule triggered wrongly. so the job are killed manually. 
1621,"The job abended as the source files are not available in the source path. We have requested the source team to place the file and restarted the job, it got completed successfully."
1622,The job failed due to log in time out error.We have re-executed the job and completed successfully.
1623,The job got abended with PIPE error due to database connection time out.
1624,Job completed successfully at backend.
1625,Job has been re-run successfully.
1626,"Source file unavailability , job completed successfully after receiving the updated file."
1627,Ran Successfully on re-run
1628,Job got abended due to duplicate issue. Then issue has been fixed and job has been re-executed and completed successfully
1629,Job got abended due to data issue. Then issue was fixed and job was re-started
1630,Source file issue. Job completed after receiving the file.
1631,JOb got failed due to data issue. Then issue was fixed and job was re-started.
1632,Job abended as the oraacle source database was down. The job will be restarted once the Oracle server is restarted.
1633,Job marked as completed.
1634,"There was an issue with TD upgrade, Fix was later provided by TD team after which job has been rerun and completed successfully."
1635,JOb got failed due to data issue. Then issue was fixed and job was re-started.
1636,Job got failed due to tdata connectivity issue. Then job was re-started and completed.
1637,"There was an issue with TD upgrade, Fix was later provided by TD team after which job has been rerun and completed successfully."
1638,"TD outage, re run was succesful"
1639,The job completed successfully on rerun
1640,"This is not an issue, this was a planned actvitiy, please dont raise incident for such planned activity at application side."
1641,Job got failed due to data issue. Then issue has been fixed and job has been fixed and job has been re-executed and completed
1642,Source file not available. Job re-run once the file is available.
1643,"
Job failed due to database unavailability.It completed successfully after the server availability."
1644,The job ran successfully on re-run
1645,"
The job failed due to database issue completed after re-runing the job."
1646,Job completed successfully by running the query manually.
1647,The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.
1648,Schedule has been completed.
1649,self lock. Script executed
1650,"job in warranty support, completed on rerun"
1651,Job got failed due to login time out issue. Then job has been re-started.
1652,"dead lock occured ,killed the job and executed the scripts"
1653,Job was executed successfully on re run.
1654,"Time out issue , rerun was success"
1655,On re-run job completed successfully.
1656,brj issue. completed on re-run
1657,Source file not available. Job re-run once the file is avaialble.
1658,Job was executed successfully on re run.
1659,"issue due to TD upgrade,successful on rerun"
1660,The completed succesfully
1661,Job completed once the source file was available.
1662,The job has been completed successfully on re-run
1663,SELF LOCK. script executed
1664,Job got failed due to connectivity issue. Job was re started and completed successfully.
1665,Job got failed due to tdata connectivity issue. Then issue has been fixed and job was re-started.
1666,Job got failed due to connectivity issue. Then job was re-started
1667,Job got failed due to  incorrect stream closure. Then issue was fixed and JOb was restarted and completed
1668,The job failed due to log-in time out which has been re-executed and completed successfully.
1669,Job abended as the oraacle source database was down. The job will be restarted once the Oracle server is restarted.
1670,The job failed due to log in time out error which has bee re-executed and completed successfully
1671,The job completed on rerun
1672,Job got failed due to login time-out issue.  Then job got completed successfully on re-ran.
1673,JOb got failed due to file unavailability.
1674,completed on re-run
1675,completed on re-run
1676,THe job failed as the source file was not available. We have reran the job once the source file has been arrived.
1677,Self-lock. Job completed after running the query manually
1678,Job was completed successfully on re-run.
1679,JOb got failed due to connectivity issue. Then issue was fixed and job was re-started.
1680,JOb got failed due to connectivity issue. Then job was restarted and completed successfully.
1681,no source file.
1682,The job has been completed successfully on re-run.
1683,Job got trigerred incorrectly Hence job was manually aborted.
1684,self lock. script executed
1685,brj issue. Job re-run once brj is up and completed successfully.
1686,Source is looking into the issue.
1687,The job failed due to log in time out error.We have re-executed the job and completed successfully.
1688,Job was cancelled.
1689,Job abended as the oraacle source database was down. The job will be restarted once the Oracle server is restarted.
1690,"
The job failed due to log in time out error.We have re-executed the job and completed successfully."
1691,Job got failed due to tdata outage. Then job was re-started once the outage has been compelted.
1692,Completed on re-run.
1693,"
The job failed due to log in time out error.We have re-executed the job and completed successfully."
1694,The job got abended with PIPE ERROR due to database connection Time out. The job was restarted and completed successfully.
1695,brj issue. Job re-run once brj is up and completed successfully.
1696,Source file not available. Job re-run once the file is available.
1697,The job abended as the source file is not received. The batch was cancelled for the day.
1698,Job confirmed at backend
1699,Job Abended due to Data Issues (i.e. Duplicates/NULL Values/Invalid Data Format). The issue was fixed and the job was restarted and completed successfully.
1700,The job got abended with PIPE error due to database connection time out.
1701,Named pipe error. Lock released and job is re-run.
1702,"Source file unavailability , job completed successfully after receiving the updated file."
1703,self lock. script executed
1704,brj issue. completed on re-run
1705,The job got abended with PIPE error due to database connection time out.
1706,Job got failed due to name pipe error. Then job was re-started and completed successfully.
1707,Job got failed due to login time out. Then job was re-started.
1708,Login timed out error. completed on re-run
1709,Job got failed due to process state failure. Then issue was fixed and job was restarted and completed successfully.
1710,Job got trigerred wrongly. Hence Job was aborted and cancelled
1711,JOb got failed due to data duplicate issue. Then issue was fixed and job was restarted.
1712,JOb got failed due to data issue. Then  issue was fixed and job was restarted and completed successfully.
1713,Failed due to login time out issue and on re-running job got completed successfully.
1714,re-run was successful after the data fix
1715,script executed.
1716,"issue with extraction,liasing with source team"
1717,Time-out error. On re-run job completed successfully.
1718,Job got failed due to tdata connectivity issue. Then issue has been fixed and job was re-started.
1719,Job got failed due to data issue. Then issue has been fixed and job has been fixed and job has been re-executed and completed
1720,The job got abended with PIPE ERROR due to database connection Time out. The job was restarted and completed successfully.
1721,Job got failed due to file unavailability. Then job has been re started once the file have been placed in the path.
1722,on rerun the job completed successfully
1723,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
1724,schedule triggered wrongly. so the job are killed manually. 
1725,The job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
1726,"Time out issue , rerun was success"
1727,The job got abended with PIPE error due to database connection time out.
1728,Issue in substitution parameter.
1729,Source file not available. Job re-run once the file is available.
1730,Job Failed Due to tbload Issue. The issue was fixed and the Batch was restarted and completed successfully.
1731,Job got abended due to count mismatch. Then issue has been fixed and job has been re-executed and compelted sucecssfully
1732,The job has been completed successfully on re-run
1733,tbload error. Job completed after releasing it.
1734,Job got failed due to connectivity issue. Then  job has been re-executed and completed successfully.
1735,Job got failed due to connectivity issue. Then  job has been re-executed and completed successfully.
1736,The job abended due to source database connection issue. The issue was ffixed and the job was restarted and completed successfully.
1737,Job got failed due to connectivity issue. Then job has been re-executed and completed successfully.
1738,job executed successfully on rerunning
1739,self lock. script executed
1740,"source file issue  , on rerun the job completed successfully."
1741,failed due to moload which has been release and completed successfully.
1742,"Time out issue , on rerun the job completed successfully"
1743,Job got failed due to connectivity issue. Then issue was fixed and job was re started
1744,On re-running the job was successful
1745,The job abended due to duplicate data issue. The issue was resolved and the job was restarted and completed successfully.
1746,The job failed due to file unavailability.This has been resolved after file recieved and re-execution.
1747,Job got failed due to tdata outage. Then job was re-started once the outage has been compelted.
1748,Completed on re-run.
1749,"Source file unavailable , job completed successfully after receiving the updated file."
1750,"The job abended as the source files are not available in the source path. We have requested the source team to place the file and restarted the job, it got completed successfully."
1751,Source file not available
1752,wrongly triggered.
1753,Job completed successfully on re-run.
1754,JOb got failed due to duplicate issue. Then issue has been fixed and job has been re-started.
1755,failed due to tbload issue.The job completed successfully after releasing the tbload.
1756,JOb got failed due to connectivity issue. Then job was re-started.
1757,"
The job failed due to database issue completed after re-runing the job."
1758,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
1759,"
The job failed due to log in time out error.We have re-executed the job and completed successfully."
1760,"wnash access issue , on rerun the job completed successfully."
1761,On re-run job completed successfully.
1762,The job failed due to log in time out error.We have re-executed the job and completed successfully.
1763,The job completed on rerun
1764,the job failed due to row count mismatch between source file and the ODS table. We have requested the source team to place the source files again. The job completed after placing the source file in the source path.
1765,Source file issue. Job completed after receiving the file.
1766,the job failed due to hadoop database issue.
1767,The job ran successfully on re-run
1768,JOb got failed due to name pipe error issue. Then job was re-started and completed successfully
1769,JOb got failed due to file unavailability. Then issue was fixed and job was restarted.
1770,JOb got failed due to duplicate issue. Then issue was fixed and job was re-started.
1771,Job got failed due to tdata connectivity issue. Then issue has been fixed and job was re-started.
1772,The job got abended with PIPE ERROR due to database connection Time out. The job was restarted and completed successfully.
1773,re run was successfull
1774,Confirmed at backend
1775,The job has been completed succesfully on re-run
1776,on rerun the job completed successfully.
1777,The job failed due to log in time out error.We have re-executed the job and completed successfully.
1778,The job has been completed successfully on re-run
1779,Source level issue (i.e. source file missing (or) Invalid data format from source)  leads to the job failure. The job was restarted and it got completed successfully.
1780,self lock. script executed
1781,dead lock. completed on re-run
1782,Job completed after the source file is available.
1783,The job completed on rerun
1784,The job abended with PIPE error due to login timeout issue. THe issue was fixed and the job was restarted and completed successfully.
1785,The job failed due to log in time out error.We have re-executed the job and completed successfully.
1786,script executed
1787,"brj was down, hence jobs failed. Jobs were re-run successfully."
1788,"Job failed due to AMBIGUOS error. On re-running of the tdata script's manually, the job was completed successfully."
1789,Self-lock occured. Job completed by running the query manually.
1790,Job got failed due to tdata connectivity issue. Then issue has been fixed and job was re-started.
1791,The job abended due to login timeout expired. The job was restarted and completed successfully.
1792,JOb got failed due to data issue. Then issue was fixed and job was restarted and completed successfully.
1793,Job cancelled
1794,Job got failed due to tdata connecitivity issuee. Then job was re-started and completed successfully.
1795,Job re-run at backend
1796,The job has been ran successfully on rerun
1797,On re-run job completed successfully.
1798,The job abended due to dupllicate/NULL/Invalid Format issue. The issue was fixed and the job was restarted and completed successfully.
1799,Job got abended due to connectivity issue. Then job has been re-executed and compelted sucecssfully
1800,The job failed as the source tables are not available. We have cancelled the batch for the day's run. 
1801,"Time out issue , rerun was success"
1802,"Time out issue , rerun was success"
1803,The job was in Long Running state as it's performance was little slow due to the availability of large no. of users in the TD BOX. The job was killed and the backlog was covered in the next day's run.
1804,The jobs failed due to database issue which has been cleared after re-exection.
1805,JOb got failed due to data issue. Then issue was fixed and job was re-started.
1806,The job abended due to the database login timeout issue. The issue was fixed and the job was restarted and completed successfully.
1807,Job got failed due to name pipe error. THen job was restarted and completed.
1808,the job was held as the source extraction did not complete.
1809,Job completed after source file is arrived.
1810,RFC connection issue. completed on re-run
1811,the job completed on rerun
1812,Self-lock. Job completed on re-run.
1813,Job got failed due to connectivity issue. Then job was re-started
1814,"source file not available , contacted the source team , job was success after we received the files."
1815,Self-lock. Job completed by running the query manually.
1816,On re-run job completed successfully.
1817,Source file issue. Job completed after receiving the file.
1818,Job got failed due to file unavailability. Then job has been re started once the file have been placed in the path.
1819,brj issue. Job re-run once brj is up and completed successfully.
1820,Self-lock. Job completed by running the query manually.
1821,"issue due to TD upgrade,successful on rerun"
1822,"There was an issue with TD upgrade, fix was later provided by DBA after which jobs are rerun  and completed successfully"
1823,Self-lock occured. Job completed by running the query manually.
1824,Job completed in backend.
1825,On rerun the job executed successfully
1826,The job abended due to login timeout issue. The issue was fixed and the job was reexecuted and completed successfully.
1827,Source file not available. Job re-run once the file is available.
1828,Source file not available. Job re-run once the file is available.
1829,"issue with TD upgrade, job has been rerun after fix by TD team which was completed successfully"
1830,"There was an issue with TD upgrade, Fix was later provided by TD team after which job has been rerun and completed successfully."
1831,Job got failed due to file unavailability. Then job has been cancelled for  the day.
1832,Job got trigerred incorrectly Hence job was manually aborted.
1833,"Batch entry was not there , updated the entry to R status f, the job completed successfully."
1834,completed successfully on re-running
1835,Wrongly triggered.
1836,On re-run job completed successfully.
1837,Job completed successfully on re-run.
1838,"collect stats job failed , skipped and continued the batch"
1839,Self-lock. Job completed by running the query manually.
1840,Reran the job. Job completed. Hence closing
1841,The job ran successfully on re-run
1842,Job got failed due to tdata connectivity issue. Then issue has been fixed and job was re-started.
1843,JOb got failed due to connectivity issue. Then job was restarted and completed successfully.
1844,"brj was down, hence jobs failed. Jobs were re-run successfully."
1845,Job got trigerred wrongly. Hence Job was aborted and cancelled
1846,no source file
1847,"brj was down, hence jobs failed. Jobs were re-run successfully."
1848,The job failed due to log in time out error.We have re-executed the job and completed successfully.
1849,Self-lock issue. Job completed on running the query manually.
1850,On re-run job completed successfully.
1851,Job completed by running the query manually.
1852,"
The job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully."
1853,"duplicate issue's in staging table , removed the record , the job completed successfully."
1854,Self-lock issue. Job completed by running the query manually.
1855,Source file not available. Job re-run once the file is available.
1856,JOb got failed due to connectivity issue. Then job was re-started and completed successfully.
1857,on rerun the job completed successfully
1858,JOb got failed due to name pipe error  and job was re-started and completed
1859,Job got failed due to connectivity issue. Then job was re-started
1860,Job got failed due to connectivity issue. Then job has been re-executed and completed successfully.
1861,Job got abended due to duplicate issue. Then issue has been fixed and job has been re-executed and completed successfully
1862,Wrongly triggered from brj.
1863,Successful on re- run
1864,"wnash access issue , on rerun the job completed successfully."
1865,Job got failed due to connectivity issue. Then job was re-started
1866,issue with source side.
1867,schedule triggered wrongly. so the job are killed manually. 
1868,Source file issue. Job completed after receiving the file.
1869,On re-run job completed successfully.
1870,The job abended with PIPE ERROR due to database connection time out. The issue was fixed and the job was restarted and completed successfully. 
1871,Job has been re-run successfully.
1872,Job abended as the oraacle source database was down. The job will be restarted once the Oracle server is restarted.
1873,JOb got failed due to data issue. Then issue was fixed and job was re-started.
1874,"TD outage ,successful on rerun"
1875,self lock.script executed.
1876,Job got failed due to duplicate issue. Then issue has been fixed and job has been re-started
1877,JOB WAS EXECUTED SUCCESSFULLY ON RE-RUN
1878,The job failed due to TD upgrade issue.It completed successfully after the issue is resolved.
1879,The job completed successfully on re-executing the job
1880,Job completed on re-run.
1881,JOb got failed due to connectivity issue. Then job was re-started.
1882,Job failed due to database unavailability.It completed successful after some time.
1883,he job failed due to duplicate records .We have re-executed the job after deleteing the invalid records and the job completed successfully.
1884,The job completed successfully on re-executing the job
1885,"source file not available , job completed successfully ,once the source file was available."
1886,Job got abended due to count mismatch. Then issue has been fixed and job has been re-executed and compelted sucecssfully
1887,"
The job failed due to log in time out error.We have re-executed the job and completed successfully."
1888,self lock. script executed
1889,"brj was down, hence jobs failed. Jobs were re-run successfully."
1890,"Duplicate issue  , removed the duplicates , job completed successfully."
1891,The job failed due to TD upgrade issue.It completed successfully after the issue is resolved.
1892,JOb got failed due to duplicate issue. Then issue has been fixed and job has been re-started.
1893,tdata Session is blocked. Checked with DBA and completed on re-run
1894,re-run was successful.
1895,the job failed due to row count mismatch between source file and the ODS table. We have requested the source team to place the source files again. The job completed after placing the source file in the source path.
1896,re run was successful
1897,The job has been ran successfully on rerun
1898,Invalid date format issue. updated the records and completed on re-run
1899,Job abended as the oraacle source database was down. The job will be restarted once the Oracle server is restarted.
1900,Job got failed due to duplicate issue. Then issue has been fixed and  job has been re-executed and completed successfully.
1901,brj issue. Job re-run once brj is up and completed successfully.
1902,THe job abended due to duplicate data issue. The issue was fixed and the job was restarted and completed successfully.
1903,self lock. script executed
1904,JOb was failed due to server issue. Then issue was fixed and job was restarted.
1905,Source file issue. Job re-run.
1906,The job killed by DBA as it was blocking the other queries.The back up will run today.
1907,brj issue. completed on re-run
1908,Job completed successfully on re-run.
1909,JOb got failed due to data issue. Then issue was fixed and job was restarted and completed successfully.
1910,"self lock occurred , completed the job by running the script"
1911,wrongly triggered
1912,re run was successfull
1913,Job got failed due to process state failure. Then issue has been fixed and job has been re started .
1914,Job got abended due to connectivity issue. Then job has been re-executed and completed successfully.
1915,"issue due to TD upgrade,successful on rerun"
1916,The job abended due to duplicate issue. The issue was fixed and the job was restarted and completed successfully.
1917,"There was an issue with TD upgrade, Fix was later provided by TD team after which job has been rerun and completed successfully."
1918,no spool space in db. completed on re-run
1919,The job has been completed successfully on re-run
1920,"self Lock occurred , completed the job by running the script"
1921,Completed on re-run
1922,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
1923,"Job failed due to AMBIGUOS error. On re-running of the tdata script's manually, the job was completed successfully."
1924,Job got failed due to file unavailability. Then issue was fixed and job was re started
1925,Batch Issues. Jobs were re-run successfully.
1926,Source file not available. Job re-run once the file is available.
1927,JOb got failed due to duplicate issue. Then issue was fixed and job was re-started.
1928,Job got failed due to source unavailability. Then Job was cancelled for the day.
1929,The job abended as the source file is not received. The batch was cancelled for the day.
1930,Source file issue. 
1931,JOb schedule didnt run for few days since it was long running job and the huge data volume need to be processed.  Hence the shcdule was on held.
1932,JOb got failed due to extraction issue. Then issue was fixed and job was restarted and completed successfully.
1933,self lock. executed the script.
1934,Source file issue. Job completed after receiving the file.
1935,the job failed due to hadoop database issue.
1936,Source file issue
1937,On re-run job completed successfully.
1938,Complete on re-run
1939,The job has been cancelled
1940,The job was killed as it got hanged. We have cancelled the batch for the day.
1941,"There was an issue with TD upgrade, fix was later provided by DBA after which jobs are rerun  and completed successfully"
1942,JOb got failed due to name pipe error  and job was re-started and completed
1943,re run was successfull
1944,Re-run abend.
1945,the job failed due to hadoop database issue.
1946,the job failed due to hadoop database issue.
1947,Job got failed due to file unavailability. Job was re started once the file was placed in source path.
1948,"wnash access issue , on rerun the job completed successfully."
1949,JOb got failed due to tdata Outage. Then JOb was re started once the outage was over.
1950,Job got failed due to connectivity issue. Then job was re-started
1951,The job was executed successfully on rerun
1952,"brj was down, hence jobs failed. Jobs were re-run successfully."
1953,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
1954,Job got failed due to connectivity issue. Then job was re-started
1955,Job got failed due to name pipe error. Then job was re-started and completed successfully.
1956,The job abended due to duplicate data issue. The issue was fixed and the job was restarted.
1957,Named pipe error. cpmp[leted on re-run
1958,Job got failed due to tbload issue. Then issue was fixed and job was re-started once the issue fixed.
1959,Source file not available. Job re-run once the file is available.
1960,the jobs failed due to null values which has been completed after re-execution.
1961,The job has been completed on re-run
1962,Job was executed successfully on the re-run.
1963,TODS issue. The issue was fixed and the job was restarted and completed successfully.
1964,re run was successfull
1965,Job Abended due to database login timeout. The job was restarted and completed successfully.
1966,The job completed successfully on re-executing the job
1967,Self-lock. Job completed by running the query manually.
1968,Ran Successfully on re-run
1969,re-run was successfull.
1970,The jobs failed due to database issue which has been cleared after re-exection.
1971,The job has been completed successfully on re-run.
1972,Job got failed due to file unavailability. Then issue was fixed and job was re-started.
1973,issue with source file. completed on re-run once the corrected file made available
1974,Job was running for long time and got hanged. Hence job has been killed and cancelled
1975,Job got failed due to connectivity issue. Then job was re-started and completed.
1976,Job got abended due to count mismatch. Then issue has been fixed and job has been re-executed and compelted sucecssfully
1977,The job abended due to the duplicate/NULL/Invalid data format issues. The issue is fixed and the job was restarted and completed successfully
1978,re-run was successfully
1979,Job got failed due to connectivity issue. Then job was re-started
1980,"source file not available , contacted the source team , will rerun once the updated file is available ."
1981,Job got trigerred wrongly. Hence Job was aborted and cancelled
1982,schedule is completed now
1983,Job failed due to communication error. The error will be fixed and the job will be restarted.
1984,Job got failed due to extraction issue. Hene batch has been canceelled for the day.
1985,The job abended due to spool space issue. The issue was fixed and the job was reexecuted. The job got completed successfully.
1986,Self-lock occured. Job completed by manually running the query.
1987,Job got failed due to connectivity issue. Then job was re-started and completed succcessfully.
1988,Job got failed due to connectivty issue. Then issue has been fixed and job has been re started
1989,Job got failed due to duplicate issue. Then issue was fixed and job was re-started once the issue fixed.
1990,completed successfully on re-running
1991,job failed due to invalid timestam.The correct time stamp has been updated and re-ran the job.The job completed successfully.
1992,The job failed due to log in time out error.We have re-executed the job and completed successfully.
1993,Will be released once the issue is fixed.
1994,The job executed successfully on re-run
1995,Login timed out error.completed on re-run.
1996,The job got abended with PIPE ERROR due to database connection Time out. The job was restarted and completed successfully.
1997,table has been locked. released tbload.
1998,on rerun the job completed successfully.
1999,Self-lock occured. Job completed by running the query.
2000,On Rerun the job executed successfully.
2001,job successful on rerun
2002,Job completed by running the query manually.
2003,Job got abended due to duplicate issue. Then issue has been fixed and job  has been re-executed and completed successfully.
2004,The job abended due to Database Login Time out issue as there was load in the TD box. We have reexecuted the job after the load was reduced and the job got completed successfully. 
2005,Self-lock occured. Job completed once the query ran successfully.
2006,The job failed due to log-in time out which has been re-executed and completed successfully.
2007,rerun of the job was successful
2008,Job got failed due to name pipe error. THen job was restarted and completed.
2009,Job got failed due to data issue. Then issue was fixed and job was re-started and completed successfully.
2010,The job failed due to file unavailability.The job completed later.
2011,The job failed due to duplicate .We have re-executed the job after deleting the invalid records and the job completed successfully.
2012,the job completed on rerun
2013,Job got failed due to TD outage. Then issue was fixed and job was re-started.
2014,"Source file unavailability , job completed successfully after receiving the updated file."
2015,The job completed on rerun
2016,re run was successfull
2017,Job got failed due to process state failure. Then issue was fixed and job was re-started once the issue fixed.
2018,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
2019,re-run was successful
2020,Job got failed due to connectivity issue. Then  job has been re-executed and completed successfully.
2021,the job failed due to hadoop database issue.
2022,"
The job failed due to database issue completed after re-runing the job."
2023,Source file not available. Job re-run once the file is available.
2024,Job completed on re-run
2025,the job failed due to row count mismatch between source file and the ODS table. We have requested the source team to place the source files again. The job completed after placing the source file in the source path.
2026,"There were issues in TD upgrade happened over the weekend, later fixed by the TD team after which the jobs were re processed and completed successfully."
2027,The job re-ran and completed successfully.
2028,Job got failed due to data issue. Then issue was fixed and job was re started
2029,"Time out issue , on rerun the job completed successfully"
2030,"There was an issue with TD upgrade, Fix was later provided by TD team after which job has been rerun and completed successfully."
2031,"
The job failed due to log in time out error.We have re-executed the job and completed successfully."
2032,"self lock occured , killed the job and executed the job with scripts."
2033,The job got abended with PIPE error due to database connection time out.
2034,the job was killed as it hanged for long time. the job was cancelled for the day.
2035,self lock. script executed.
2036,The job has been ran successfully on rerun
2037,Job got failed due to connectivity issue. Then  job has been re-executed and completed successfully.
2038,JOb got failed due to data issue. Then issue was fixed and job was restarted and completed successfully.
2039,Source file issue. Job completed once the file is available.
2040,The job failed due to log in time out .which has been re-executed and completed successfully
2041,"There was an issue with TD upgrade, fix was later provided by DBA after which jobs are rerun  and completed successfully"
2042,the job completed on rerun
2043,re run was successfull
2044,Job got failed due to count mismatch. Then issue has been fixed and job was re started.
2045,"failed due to duplicates, deleted the duplicates and completed on re-run"
2046,Login timed out error. completed on re-run
2047,On re-run job completed successfully.
2048,The job failed due to log in time out error.We have re-executed the job and completed successfully.
2049,brj issue. completed on re-run
2050,on rerun the job executed successfully
2051,JOb got failed due to file unavailability. Then issue was fixed and job was restarted and completed successfully.
2052,JOb was failed due to file unavailability. Then issue was fixed and job was restarted.
2053,The job failed due to log in time out error which has bee re-executed and completed successfully
2054,Failed due to tdata upgrade .The job executed succesfully after resolving the issue.
2055,Job got failed due to source unavailability. Then Job was cancelled for the day.
2056,Self-lock issue. Job completed by running the query manually.
2057,Job got failed due to file unailability. Then issue was fixed and job was re-started
2058,issue with file.source team corrected and sent it .
2059,Source file not available. Job re-run once the file is avaialble.
2060,completed on re-run
2061,the job ran successfully on re-run
2062,JOb got failed to login time out issue. Then issue was fixed and job wass re-started
2063,Job completed after the source file is available.
